#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG00381	245	244	Xu	REFSEQ hypothetical protein
VOG00382	79	79	Xu	REFSEQ hypothetical protein
VOG00383	89	75	Xu	REFSEQ hypothetical protein
VOG00384	55	55	Xu	REFSEQ DUF771 domain-containing protein
VOG00385	61	56	Xu	REFSEQ hypothetical protein
VOG00386	204	175	XhXp	sp|P00513|PK_BPT7 Protein kinase 0.7
VOG00387	28	28	Xu	sp|P44186|Y1414_HAEIN Uncharacterized protein HI_1414
VOG00388	9	9	Xu	REFSEQ phage tail length tape-measure protein
VOG00389	19	13	Xu	REFSEQ hypothetical protein
VOG00390	13	13	Xu	REFSEQ hypothetical protein
VOG00391	20	20	Xu	REFSEQ PH domain-containing protein
VOG00392	9	9	Xu	REFSEQ hypothetical protein
VOG00393	8	4	Xu	REFSEQ hypothetical protein
VOG00394	30	30	Xu	REFSEQ hypothetical protein
VOG00395	25	15	Xu	REFSEQ hypothetical protein
VOG00396	537	467	XhXp	sp|P14243|MTC9_CITFR Modification methylase Cfr9I
VOG00397	48	46	XhXr	sp|A6WWI2|MTB1_BRUA4 Modification methylase BabI
VOG00398	651	650	Xu	sp|O64208|VG15_BPMD2 Gene 15 protein
VOG00399	150	149	Xu	REFSEQ CHAP domain-containing protein
VOG00400	380	376	XhXs	sp|P17172|BP27_BPT4 Baseplate central spike complex protein gp27
VOG00401	841	453	Xh	sp|A0QTG3|WHIB2_MYCS2 Transcriptional regulator WhiB2
VOG00402	29	29	Xu	REFSEQ WhiB family transcription factor
VOG00403	1114	1050	Xh	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW
VOG00404	10	9	Xu	REFSEQ hypothetical protein
VOG00405	10	10	Xu	REFSEQ baseplate J protein
VOG00406	16	15	XhXr	sp|P06225|DPOL_BPSP2 DNA polymerase
VOG00407	62	62	Xu	REFSEQ HK97 gp10 family protein
VOG00408	49	49	Xu	REFSEQ hypothetical protein
VOG00409	41	40	Xu	REFSEQ hypothetical protein
VOG00410	30	19	Xu	REFSEQ putative acetyltransferase
VOG00411	181	181	Xu	REFSEQ hypothetical protein
VOG00412	397	384	XpXrXs	sp|P03728|PORTL_BPT7 Portal protein
VOG00413	18	18	XhXpXr	sp|Q71TL0|DMT_BPP1 Methyltransferase Dmt
VOG00414	334	334	Xu	REFSEQ hypothetical protein
VOG00415	335	335	Xu	REFSEQ minor tail protein
VOG00416	10	10	Xs	sp|P03740|TFA_LAMBD Tail fiber assembly protein
VOG00417	613	599	XhXr	sp|P16006|DCTD_BPT4 Deoxycytidylate deaminase
VOG00418	142	142	Xh	sp|O87331|RELA_CORGL GTP pyrophosphokinase
VOG00419	12	12	Xu	REFSEQ hypothetical protein
VOG00420	70	70	Xu	REFSEQ hypothetical protein
VOG00421	327	325	Xs	sp|P85225|VPN1_BPPHE Putative tail sheath protein
VOG00422	37	37	Xu	REFSEQ hypothetical protein
VOG00423	262	258	Xh	sp|Q8ZNY9|PRP1_SALTY Serine/threonine-protein phosphatase 1
VOG00424	104	104	Xu	REFSEQ hypothetical protein
VOG00425	76	76	Xu	REFSEQ hypothetical protein
VOG00426	607	601	XhXr	sp|O48500|DUT_BPT5 Deoxyuridine 5'-triphosphate nucleotidohydrolase
VOG00427	17	17	XhXpXrXs	sp|Q6QGE2|TUBE_BPT5 Tail tube protein
VOG00428	382	382	Xu	sp|Q05239|VG30_BPML5 Gene 30 protein
VOG00429	44	43	Xu	REFSEQ glycosyltransferase
VOG00430	75	75	Xu	REFSEQ hypothetical protein
VOG00431	403	364	Xu	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region
VOG00432	24	24	Xu	sp|O31881|YOSH_BACSU SPbeta prophage-derived uncharacterized protein YosH
VOG00433	72	72	Xu	REFSEQ hypothetical protein
VOG00434	77	77	Xu	REFSEQ hypothetical protein
VOG00435	98	98	Xu	REFSEQ hypothetical protein
VOG00436	17	17	Xu	REFSEQ hypothetical protein
VOG00437	13	7	Xu	REFSEQ hypothetical protein
VOG00438	29	9	Xu	REFSEQ putative tail fiber protein
VOG00439	16	16	Xu	REFSEQ hypothetical protein
VOG00440	10	10	Xu	REFSEQ hypothetical protein
VOG00441	98	97	Xu	REFSEQ hypothetical protein
VOG00442	19	10	Xu	REFSEQ hypothetical protein
VOG00443	136	50	Xu	REFSEQ hypothetical protein
VOG00444	23	23	Xu	REFSEQ terminase large subunit
VOG00445	77	74	Xu	REFSEQ hypothetical protein
VOG00446	135	133	Xh	sp|Q6QGH9|OBP_BPT5 Putative replication origin binding protein
VOG00447	303	299	Xh	sp|Q99KQ4|NAMPT_MOUSE Nicotinamide phosphoribosyltransferase
VOG00448	16	16	Xu	REFSEQ hypothetical protein
VOG00449	66	65	Xu	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF
VOG00450	61	61	Xu	REFSEQ hypothetical protein
VOG00451	15	15	Xu	REFSEQ glycerophosphoryl diesterphosphodiesterase
VOG00452	541	525	Xu	sp|P32276|Y12G_BPT4 Uncharacterized 17.1 kDa protein in Gp30-rIII intergenic region
VOG00453	26	25	Xh	sp|P75979|YMFR_ECOLI Uncharacterized protein YmfR
VOG00454	31	30	Xu	sp|O31912|YORA_BACSU SPbeta prophage-derived uncharacterized protein YorA
VOG00455	49	49	Xu	REFSEQ hypothetical protein
VOG00456	131	128	Xu	REFSEQ hypothetical protein
VOG00457	46	45	XhXpXrXs	sp|P08558|BP44_BPMU Baseplate hub protein gp44
VOG00458	10	10	Xu	REFSEQ HNH endonuclease
VOG00459	264	264	Xu	sp|P03697|EXO_LAMBD Exonuclease
VOG00460	425	423	XhXr	sp|P03691|VR2B_BPT4 Protein rIIB
VOG00461	239	238	Xu	REFSEQ hypothetical protein
VOG00462	51	51	Xu	sp|P03761|VREN_LAMBD Protein ren
VOG00463	244	239	Xu	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405
VOG00464	50	50	Xu	REFSEQ hypothetical protein
VOG00465	13	13	Xu	REFSEQ hypothetical protein
VOG00466	31	31	Xu	REFSEQ hypothetical protein
VOG00467	38	38	Xu	REFSEQ hypothetical protein
VOG00468	37	36	Xu	REFSEQ hypothetical protein
VOG00469	39	39	Xu	REFSEQ hypothetical protein
VOG00470	20	20	Xu	REFSEQ hypothetical protein
VOG00471	142	140	Xu	REFSEQ hypothetical protein
VOG00472	12	12	Xu	REFSEQ HNH endonuclease
VOG00473	22	22	Xu	REFSEQ hypothetical protein
VOG00474	187	186	XhXpXs	sp|P03743|FIB36_BPT4 Long-tail fiber protein gp36
VOG00475	16	10	Xh	sp|P07072|TEV2_BPT4 Intron-associated endonuclease 2
VOG00476	156	156	Xu	sp|P32287|Y13D_BPT4 Uncharacterized 12.8 kDa protein in cd-pseT intergenic region
VOG00477	37	37	Xu	REFSEQ hypothetical protein
VOG00478	77	76	Xu	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2
VOG00479	203	200	Xu	REFSEQ hypothetical protein
VOG00480	11	11	Xu	REFSEQ hypothetical protein
VOG00481	83	83	Xu	REFSEQ hypothetical protein
VOG00482	31	26	Xu	REFSEQ hypothetical protein
VOG00483	8	8	Xu	REFSEQ hypothetical protein
VOG00484	25	22	Xu	REFSEQ hypothetical protein
VOG00485	180	180	Xu	sp|P13318|Y06K_BPT4 Uncharacterized 25.0 kDa protein in regB-denV intergenic region
VOG00486	21	12	Xu	REFSEQ tail assembly chaperone
VOG00487	12	12	XhXpXs	sp|P03744|FIB37_BPT4 Long-tail fiber protein gp37
VOG00488	47	44	Xu	REFSEQ hypothetical protein
VOG00489	7	7	Xu	REFSEQ putative tail fiber protein
VOG00490	8	4	Xu	REFSEQ hypothetical protein
VOG00491	45	45	Xu	sp|Q8QL46|Y56B_SIRV1 Uncharacterized protein 56B
VOG00492	46	46	Xu	REFSEQ hypothetical protein
VOG00493	18	17	Xu	REFSEQ hypothetical protein
VOG00494	28	28	Xh	sp|C5BLP4|Y2553_TERTT PKHD-type hydroxylase TERTU_2553
VOG00495	45	45	Xu	REFSEQ hypothetical protein
VOG00496	36	36	Xu	REFSEQ hypothetical protein
VOG00497	96	88	Xu	REFSEQ hypothetical protein
VOG00498	91	89	Xu	REFSEQ hypothetical protein
VOG00499	8	7	Xu	REFSEQ hypothetical protein
VOG00500	73	73	Xu	REFSEQ hypothetical protein
VOG00501	33	33	Xu	REFSEQ stabilization protein
VOG00502	92	92	Xu	REFSEQ hypothetical protein
VOG00503	16	16	Xu	REFSEQ hypothetical protein
VOG00504	28	18	Xu	REFSEQ hypothetical protein
VOG00505	60	59	Xu	REFSEQ hypothetical protein
VOG00506	16	16	Xu	sp|P45915|YQAS_BACSU Uncharacterized protein YqaS
VOG00507	11	11	Xu	REFSEQ tail fiber protein
VOG00508	9	9	Xu	REFSEQ putative tail protein
VOG00509	11	11	XhXp	sp|O80288|ENLYS_BPPS3 SAR-endolysin
VOG00510	18	15	Xu	REFSEQ hypothetical protein
VOG00511	15	15	Xu	REFSEQ hypothetical protein
VOG00512	34	34	Xu	REFSEQ hypothetical protein
VOG00513	37	37	Xu	REFSEQ hypothetical protein
VOG00514	59	59	Xu	REFSEQ hypothetical protein
VOG00515	19	18	Xu	REFSEQ hypothetical protein
VOG00516	23	23	Xu	REFSEQ hypothetical protein
VOG00517	14	3	Xh	sp|Q5UPF8|YL088_MIMIV Putative ankyrin repeat protein L88
VOG00518	21	17	XhXs	sp|O57193|NPH2_VACCA RNA helicase NPH-II
VOG00519	52	52	Xu	REFSEQ hypothetical protein
VOG00520	30	13	Xh	sp|P79335|PAI1_PIG Plasminogen activator inhibitor 1
VOG00521	10	5	Xu	sp|Q5UPI7|YL111_MIMIV Uncharacterized protein L111
VOG00522	42	42	Xu	REFSEQ hypothetical protein
VOG00523	29	29	Xu	REFSEQ hypothetical protein
VOG00524	65	64	Xh	sp|P03776|GP04_BPT7 Gene 0.4 protein
VOG00525	122	25	Xu	REFSEQ hypothetical protein
VOG00526	24	7	Xu	REFSEQ hypothetical protein
VOG00527	25	10	Xu	REFSEQ hypothetical protein
VOG00528	31	31	Xu	REFSEQ hypothetical protein
VOG00529	23	22	Xu	REFSEQ hypothetical protein
VOG00530	78	78	Xh	sp|Q254J6|ACP_CHLFF Acyl carrier protein
VOG00531	14	14	Xu	REFSEQ tape measure protein
VOG00532	54	44	Xu	REFSEQ hypothetical protein
VOG00533	38	21	Xu	REFSEQ hypothetical protein
VOG00534	25	25	Xu	REFSEQ minor capsid protein
VOG00535	58	58	Xu	REFSEQ hypothetical protein
VOG00536	17	17	Xu	REFSEQ hypothetical protein
VOG00537	13	13	XpXs	sp|P09308|GL_VZVD Envelope glycoprotein L
VOG00538	31	30	Xu	REFSEQ hypothetical protein
VOG00539	51	51	XhXp	sp|Q7Y2B9|SPAN1_BPKMV Probable spanin, inner membrane subunit
VOG00540	16	16	Xu	sp|P44193|Y1422_HAEIN Uncharacterized protein HI_1422
VOG00541	13	13	Xu	REFSEQ hypothetical protein
VOG00542	11	8	Xs	sp|Q3V4R2|Y800_ATV Structural protein ORF800
VOG00543	77	16	Xu	REFSEQ hypothetical protein
VOG00544	553	302	Xh	sp|Q6QGD3|ENDO1_BPT5 Putative endonuclease
VOG00545	167	167	Xu	REFSEQ immunity repressor
VOG00546	566	566	Xu	sp|O64201|VG05_BPMD2 Gene 5 protein
VOG00547	152	149	Xu	REFSEQ tail family protein
VOG00548	15	5	Xu	REFSEQ virion structural protein
VOG00549	11	9	Xu	REFSEQ hypothetical protein
VOG00550	297	295	XhXp	sp|P10305|SPAN1_BPT3 Spanin, inner membrane subunit
VOG00551	170	170	Xu	sp|O64229|VG38_BPMD2 Gene 38 protein
VOG00552	39	39	Xu	REFSEQ hypothetical protein
VOG00553	110	110	Xu	REFSEQ hypothetical protein
VOG00554	99	97	Xu	REFSEQ hypothetical protein
VOG00555	71	68	XhXs	sp|P16712|A18_VACCW Transcript termination protein A18
VOG00556	18	16	XhXpXrXs	sp|P27380|EXLYS_BPPRD Transglycosylase
VOG00557	176	175	Xu	REFSEQ hypothetical protein
VOG00558	879	879	XhXp	sp|O64205|LYSB_BPMD2 Endolysin B
VOG00559	167	165	Xu	sp|P32275|Y12F_BPT4 Uncharacterized 32.4 kDa protein in Gp30-rIII intergenic region
VOG00560	161	161	Xu	REFSEQ DNA primase
VOG00561	671	669	Xp	sp|P04521|EXO1_BPT4 Exonuclease subunit 1
VOG00562	398	394	Xs	sp|P19060|BP06_BPT4 Baseplate wedge protein gp6
VOG00563	889	877	XhXr	sp|P10310|TERL_BPT3 Terminase, large subunit
VOG00564	9	9	Xu	sp|Q05265|VG55_BPML5 Gene 55 protein
VOG00565	55	55	Xu	REFSEQ hypothetical protein
VOG00566	103	96	Xu	REFSEQ hypothetical protein
VOG00567	133	133	Xu	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU
VOG00568	160	107	Xu	sp|P03756|EA22_LAMBD Protein ea22
VOG00569	9	9	Xu	REFSEQ hypothetical protein
VOG00570	281	279	Xs	sp|P39234|NEED5_BPT4 Baseplate puncturing device gp5.4
VOG00571	27	27	Xu	REFSEQ hypothetical protein
VOG00572	60	60	Xu	sp|P68661|YBCO_ECOLI Putative nuclease YbcO
VOG00573	20	17	Xu	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU
VOG00574	225	225	Xr	sp|P0A3H0|DBH_GEOSE DNA-binding protein HU
VOG00575	155	141	Xu	sp|Q03183|RINB_BPPHA Transcriptional activator rinB
VOG00576	180	179	Xu	REFSEQ AAA family ATPase
VOG00577	401	399	Xu	REFSEQ hypothetical protein
VOG00578	94	93	Xu	sp|Q06425|YO83_BPP2 Uncharacterized 10.2 kDa protein in GpA 5'region
VOG00579	100	99	XhXpXrXs	sp|P35837|NEEDL_BPP22 Tail needle protein gp26
VOG00580	11	7	Xu	REFSEQ virion structural protein
VOG00581	80	70	Xr	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629
VOG00582	271	271	Xu	REFSEQ hypothetical protein
VOG00583	65	65	Xu	REFSEQ hypothetical protein
VOG00584	14	13	Xu	REFSEQ hypothetical protein
VOG00585	355	354	Xu	REFSEQ hypothetical protein
VOG00586	129	126	Xh	sp|Q38162|LLP_BPT5 Lytic conversion lipoprotein
VOG00587	519	494	Xu	sp|P13309|Y06D_BPT4 Uncharacterized 17.5 kDa protein in tk-vs intergenic region
VOG00588	136	136	Xu	REFSEQ hypothetical protein
VOG00589	124	104	Xu	REFSEQ hypothetical protein
VOG00590	8	7	Xu	REFSEQ HNH endonuclease
VOG00591	80	78	Xu	REFSEQ hypothetical protein
VOG00592	313	306	XhXr	sp|P40937|RFC5_HUMAN Replication factor C subunit 5
VOG00593	573	467	XhXr	sp|P00573|RPOL_BPT7 T7 RNA polymerase
VOG00594	11	10	XhXr	sp|P37469|DNAC_BACSU Replicative DNA helicase
VOG00595	365	362	Xu	sp|P39242|Y05G_BPT4 Uncharacterized 38.9 kDa protein in nrdC-mobD intergenic region
VOG00596	38	37	Xu	REFSEQ hypothetical protein
VOG00597	6	6	Xh	sp|P03781|NUCK_BPT7 Nucleotide kinase gp1.7
VOG00598	134	132	Xu	REFSEQ hypothetical protein
VOG00599	367	366	XhXs	sp|D6RRG1|CAPSD_BPKPP Major capsid protein
VOG00600	23	23	Xu	REFSEQ hypothetical protein
VOG00601	244	244	Xu	REFSEQ hypothetical protein
VOG00602	44	44	Xu	REFSEQ hypothetical protein
VOG00603	54	53	Xh	sp|P07695|VCOX_BPP2 Regulatory protein cox
VOG00604	39	39	Xs	sp|P85991|IGLVP_BPSK9 Ig-like virion protein
VOG00605	143	143	Xu	REFSEQ hypothetical protein
VOG00606	390	385	XhXpXrXs	sp|E1XTG6|PORTL_BPSAV Portal protein
VOG00607	51	51	Xh	sp|P08385|GP166_BPPZA Gene product 16.6
VOG00608	39	39	XhXp	sp|P0DOK7|SPAN2_BPP21 Spanin, outer lipoprotein subunit
VOG00609	25	24	Xu	REFSEQ hypothetical protein
VOG00610	120	120	Xu	REFSEQ winged helix-turn-helix domain-containing protein
VOG00611	70	45	XpXs	sp|P11186|VG85_BPNF Head fiber protein
VOG00612	183	179	Xu	sp|P39253|Y04N_BPT4 Uncharacterized 12.2 kDa protein in nrdC-mobD intergenic region
VOG00613	94	94	Xu	REFSEQ hypothetical protein
VOG00614	81	63	Xu	sp|P59935|53DR_BPKV4 Putative 5'(3')-deoxyribonucleotidase
VOG00615	23	23	Xu	REFSEQ hypothetical protein
VOG00616	8	8	Xu	REFSEQ tail fiber
VOG00617	8	8	Xu	REFSEQ tail fiber domain-containing protein
VOG00618	8	8	Xu	REFSEQ gp25
VOG00619	26	26	Xu	sp|P33227|STFE_ECOLI Putative uncharacterized protein StfE
VOG00620	233	233	Xu	REFSEQ DUF4054 domain-containing protein
VOG00621	67	67	Xu	sp|P0DOU3|G6_VAR67 Uncharacterized protein G6
VOG00622	27	23	Xu	REFSEQ hypothetical protein
VOG00623	17	12	Xu	REFSEQ hypothetical protein
VOG00624	8	8	Xu	REFSEQ helix-turn-helix domain-containing protein
VOG00625	53	49	Xu	REFSEQ hypothetical protein
VOG00626	189	186	Xu	sp|P22915|MOTA_BPT4 Middle transcription regulatory protein motA
VOG00627	11	11	Xu	REFSEQ hypothetical protein
VOG00628	110	110	Xu	REFSEQ hypothetical protein
VOG00629	66	53	XhXp	sp|P06023|GAM_BPMU Putative DNA ends protecting protein gam
VOG00630	94	92	Xs	sp|B0ZSH1|TMP_BPHA1 Probable tape measure protein
VOG00631	9	9	Xh	sp|Q6QGL2|TFLIV_BPT5 H-N-H endonuclease F-TflIV
VOG00632	27	21	Xu	REFSEQ hypothetical protein
VOG00633	10	9	Xu	REFSEQ putative antirepressor
VOG00634	59	33	Xu	REFSEQ tail assembly chaperone
VOG00635	9	8	Xu	REFSEQ hypothetical protein
VOG00636	19	19	Xh	sp|A4XIX0|HSLU_CALS8 ATP-dependent protease ATPase subunit HslU
VOG00637	16	15	Xh	sp|P49541|YCF46_TRICV Uncharacterized AAA domain-containing protein ycf46
VOG00638	15	15	Xu	REFSEQ hypothetical protein
VOG00639	59	59	Xu	REFSEQ hypothetical protein
VOG00640	18	18	Xu	REFSEQ hypothetical protein
VOG00641	8	8	Xu	sp|Q5UR39|YL560_MIMIV Uncharacterized HNH endonuclease L560
VOG00642	21	19	Xu	REFSEQ hypothetical protein
VOG00643	20	18	Xu	REFSEQ hypothetical protein
VOG00644	7	6	Xu	sp|P03796|Y77_BPT7 Protein 7.7
VOG00645	9	9	Xu	sp|O31966|YOMR_BACSU SPbeta prophage-derived uncharacterized protein YomR
VOG00646	285	284	Xs	sp|P04538|GP68_BPT4 Prohead assembly protein gp68
VOG00647	8	8	XpXs	sp|Q6XQB2|FIBER_BPT1 Probable tail fiber protein
VOG00648	7	7	Xu	REFSEQ HNH endonuclease
VOG00649	12	12	Xu	REFSEQ tail protein
VOG00650	8	6	Xu	REFSEQ hypothetical protein
VOG00651	10	5	Xu	REFSEQ hypothetical protein
VOG00652	18	10	Xh	sp|P41436|IAP_GVCPM Apoptosis inhibitor IAP
VOG00653	61	59	Xu	sp|Q8QHM9|Y56_SIRV1 Uncharacterized protein 56
VOG00654	16	16	Xu	REFSEQ hypothetical protein
VOG00655	34	16	Xu	REFSEQ hypothetical protein
VOG00656	9	9	Xu	REFSEQ tape measure protein
VOG00657	7	6	Xu	sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
VOG00658	13	13	Xu	REFSEQ hypothetical protein
VOG00659	29	10	Xu	sp|Q9YML3|BROJ_NPVLD Uncharacterized Bro-N domain-containing protein J
VOG00660	7	7	Xu	REFSEQ hypothetical protein
VOG00661	15	15	Xu	REFSEQ hypothetical protein
VOG00662	29	24	Xu	REFSEQ major tail protein
VOG00663	8	8	Xu	REFSEQ adsorption protein
VOG00664	32	32	Xu	REFSEQ hemolysin XhlA family protein
VOG00665	19	19	Xu	REFSEQ hypothetical protein
VOG00666	13	13	Xu	REFSEQ tail protein
VOG00667	16	10	Xu	REFSEQ hypothetical protein
VOG00668	7	7	XhXpXs	sp|P26700|FIBH_BPP2 Probable tail fiber protein
VOG00669	12	12	Xu	REFSEQ tail protein
VOG00670	181	171	Xu	sp|P39498|Y13E_BPT4 Uncharacterized 8.7 kDa protein in cd-pseT intergenic region
VOG00671	45	44	Xu	REFSEQ hypothetical protein
VOG00672	35	19	Xu	REFSEQ hypothetical protein
VOG00673	49	49	Xu	REFSEQ hypothetical protein
VOG00674	14	14	Xu	REFSEQ hypothetical protein
VOG00675	11	10	Xu	sp|Q5UQL9|YR423_MIMIV Uncharacterized protein R423
VOG00676	56	50	Xu	REFSEQ hypothetical protein
VOG00677	201	201	Xu	sp|P39489|Y03I_BPT4 Uncharacterized 8.5 kDa protein in mobB-Gp55 intergenic region
VOG00678	8	8	Xu	REFSEQ hypothetical protein
VOG00679	11	11	Xu	REFSEQ hypothetical protein
VOG00680	9	6	Xu	REFSEQ hypothetical protein
VOG00681	87	87	Xp	sp|P39510|ARN_BPT4 Anti-restriction endonuclease
VOG00682	19	16	Xu	REFSEQ hypothetical protein
VOG00683	51	50	Xu	REFSEQ hypothetical protein
VOG00684	50	50	Xu	REFSEQ pyocin knob domain-containing protein
VOG00685	18	18	Xu	REFSEQ hypothetical protein
VOG00686	49	49	Xu	REFSEQ hypothetical protein
VOG00687	47	47	Xu	REFSEQ RF-1 peptide chain release factor
VOG00688	6	6	XpXs	sp|Q01031|GL_SHV21 Envelope glycoprotein L
VOG00689	21	21	Xu	REFSEQ hypothetical protein
VOG00690	7	7	Xu	REFSEQ hypothetical protein
VOG00691	24	24	Xs	sp|P89430|CEP1_HHV2H Cytoplasmic envelopment protein 1
VOG00692	35	32	Xu	REFSEQ hypothetical protein
VOG00693	38	37	Xu	REFSEQ hypothetical protein
VOG00694	63	42	Xu	REFSEQ hypothetical protein
VOG00695	14	7	Xu	REFSEQ hypothetical protein
VOG00696	150	150	Xu	REFSEQ hypothetical protein
VOG00697	27	27	Xu	REFSEQ hypothetical protein
VOG00698	31	30	Xu	REFSEQ hypothetical protein
VOG00699	38	38	Xu	REFSEQ hypothetical protein
VOG00700	47	35	Xu	REFSEQ hypothetical protein
VOG00701	26	25	Xu	REFSEQ hypothetical protein
VOG00702	34	34	Xu	REFSEQ DUF4352 domain-containing protein
VOG00703	157	140	Xu	sp|P52132|YFJQ_ECOLI UPF0380 protein YfjQ
VOG00704	7	7	Xh	sp|O10284|FGFH_NPVOP Fibroblast growth factor homolog
VOG00705	58	50	Xu	REFSEQ hypothetical protein
VOG00706	10	9	Xu	REFSEQ hypothetical protein
VOG00707	63	63	Xu	REFSEQ hypothetical protein
VOG00708	14	14	Xu	REFSEQ hypothetical protein
VOG00709	118	117	Xu	sp|P69175|NING_BPVT2 Protein ninG
VOG00710	70	65	Xu	sp|Q05301|VG84_BPML5 Gene 84 protein
VOG00711	40	40	Xh	sp|Q7N1I2|HICA1_PHOLL Probable mRNA interferase HicA 1
VOG00712	19	17	Xu	REFSEQ hypothetical protein
VOG00713	8	8	Xu	REFSEQ host-specificity
VOG00714	171	171	XhXpXrXs	sp|Q7Y5N4|EXLYS_BPSP6 Peptidoglycan hydrolase gp36
VOG00715	50	47	Xu	sp|Q925X3|Y124_LISIN Uncharacterized protein Lin0124/Lin2378/Lin2564
VOG00716	15	15	Xu	REFSEQ hypothetical protein
VOG00717	10	10	Xu	REFSEQ hypothetical protein
VOG00718	158	158	Xu	REFSEQ hypothetical protein
VOG00719	7	7	Xu	REFSEQ hypothetical protein
VOG00720	24	22	XhXpXs	sp|Q04830|FIBER_BPK1F Tail spike protein
VOG00721	15	14	Xu	REFSEQ hypothetical protein
VOG00722	88	74	Xu	REFSEQ hypothetical protein
VOG00723	91	90	Xu	REFSEQ hypothetical protein
VOG00724	71	52	Xu	REFSEQ hypothetical protein
VOG00725	14	14	Xh	sp|I6XEI5|LYS25_MYCTU Putative peptidoglycan hydrolase Rv2525c
VOG00726	223	113	Xu	REFSEQ hypothetical protein
VOG00727	28	28	Xu	REFSEQ hypothetical protein
VOG00728	36	36	Xu	REFSEQ hypothetical protein
VOG00729	40	40	Xu	REFSEQ hypothetical protein
VOG00730	26	26	Xu	REFSEQ hypothetical protein
VOG00731	49	48	Xu	REFSEQ tail assembly chaperone
VOG00732	117	115	Xu	REFSEQ hypothetical protein
VOG00733	47	30	Xu	REFSEQ hypothetical protein
VOG00734	7	7	Xu	REFSEQ lysin A
VOG00735	9	9	Xu	REFSEQ hypothetical protein
VOG00736	59	59	Xu	REFSEQ hypothetical protein
VOG00737	11	11	Xu	REFSEQ hypothetical protein
VOG00738	9	9	Xu	REFSEQ tail spike protein
VOG00739	84	84	Xu	REFSEQ hypothetical protein
VOG00740	57	57	Xu	REFSEQ hypothetical protein
VOG00741	105	103	Xu	sp|P03765|NINB_LAMBD Protein ninB
VOG00742	57	56	Xu	REFSEQ hypothetical protein
VOG00743	10	10	Xu	REFSEQ tape measure protein
VOG00744	8	8	Xu	REFSEQ tape measure protein
VOG00745	13	13	Xu	sp|P76515|YFDS_ECOLI Uncharacterized protein YfdS
VOG00746	185	116	Xu	REFSEQ hypothetical protein
VOG00747	17	17	Xu	REFSEQ hypothetical protein
VOG00748	10	3	Xu	sp|Q5UQL2|YL414_MIMIV Putative F-box and FNIP repeat-containing protein L414
VOG00749	8	3	Xu	sp|Q5UQH5|YR822_MIMIV Uncharacterized protein R822
VOG00750	29	29	Xu	REFSEQ hypothetical protein
VOG00751	18	18	Xu	REFSEQ terminase small subunit
VOG00752	9	7	Xu	REFSEQ hypothetical protein
VOG00753	23	21	Xu	REFSEQ hypothetical protein
VOG00754	48	48	Xu	REFSEQ hypothetical protein
VOG00755	48	48	Xu	REFSEQ hypothetical protein
VOG00756	90	89	Xu	sp|P07715|Y105_BPT3 Uncharacterized gene 1.05 protein
VOG00757	38	38	Xu	REFSEQ hypothetical protein
VOG00758	26	20	Xu	sp|O31922|YOQP_BACSU SPbeta prophage-derived uncharacterized protein YoqP
VOG00759	16	14	Xu	REFSEQ hypothetical protein
VOG00760	17	17	XhXp	sp|O48470|HOL24_BPSPP Holin-like protein 24.1
VOG00761	7	7	Xu	REFSEQ hypothetical protein
VOG00762	16	4	Xu	REFSEQ hypothetical protein
VOG00763	16	7	Xu	REFSEQ hypothetical protein
VOG00764	30	30	Xu	REFSEQ hypothetical protein
VOG00765	23	2	Xu	REFSEQ hypothetical protein
VOG00766	38	24	Xu	REFSEQ hypothetical protein
VOG00767	8	8	Xu	REFSEQ hypothetical protein
VOG00768	30	28	Xu	sp|P20222|F93_SSV1 Protein F-93
VOG00769	8	8	Xu	REFSEQ replication initiator protein A
VOG00770	42	33	Xu	REFSEQ hypothetical protein
VOG00771	18	4	Xu	REFSEQ hypothetical protein
VOG00772	7	7	Xu	REFSEQ hypothetical protein
VOG00773	11	4	Xu	REFSEQ hypothetical protein
VOG00774	25	10	Xu	REFSEQ hypothetical protein
VOG00775	12	12	Xu	REFSEQ hypothetical protein
VOG00776	116	116	Xu	REFSEQ hypothetical protein
VOG00777	12	12	Xu	REFSEQ hypothetical protein
VOG00778	22	17	Xu	REFSEQ hypothetical protein
VOG00779	10	10	Xu	REFSEQ hypothetical protein
VOG00780	30	30	Xu	REFSEQ hypothetical protein
VOG00781	8	7	Xu	REFSEQ hypothetical protein
VOG00782	16	13	Xu	REFSEQ hypothetical protein
VOG00783	6	6	Xu	REFSEQ hypothetical protein
VOG00784	12	12	Xu	REFSEQ hypothetical protein
VOG00785	10	5	Xu	REFSEQ hypothetical protein
VOG00786	17	10	Xu	REFSEQ hypothetical protein
VOG00787	21	21	Xu	REFSEQ hypothetical protein
